"County","Sector","2022","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","Total Usage"
"SAN LUIS OBISPO","Residential","     693.630574","     669.753689","     682.177547","     634.883144","     639.515411","     648.086605","     633.314302","     631.444914","     629.976098","     659.505762","     664.359012","     655.565457","     656.596407","     667.990072","     673.005960","     671.502715","     682.400950","     651.182676","     636.833803","     624.871550","     542.056328","     625.813944","     599.986775","   14874.453695"
"SAN LUIS OBISPO","Total","    1729.480297","    1682.160378","    1671.677742","    1697.369787","    1756.058714","    1759.825651","    1727.126908","    1700.706294","    1713.906989","    1749.776421","    1713.999479","    1672.709396","    1655.809535","    1691.522216","    1726.057428","    1752.645205","    1590.267847","    1570.600721","    1585.361414","    1551.102840","    1463.373031","    1484.430871","    1424.808693","   38070.777857"
"SAN MATEO","Non-Residential","    2580.775624","    2500.230182","    2504.236151","    2792.667177","    2737.196397","    2824.088084","    2833.345631","    2917.375256","    2935.834875","    2943.964578","    2913.646551","    2959.934381","    3148.392997","    3355.306761","    3461.951606","    3405.481569","    3072.036970","    2974.594465","    3216.068320","    3098.555751","    2701.603461","    2754.706862","    3222.079990","   67854.073639"
"SAN MATEO","Residential","    1596.585910","    1592.819871","    1648.610238","    1533.454505","    1505.593747","    1519.143421","    1496.344545","    1503.194224","    1503.605519","    1571.089402","    1583.712234","    1603.043353","    1615.935908","    1613.238657","    1612.021886","    1592.800808","    1597.202515","    1568.176660","    1545.596775","    1514.099828","    1513.294060","    1475.192303","    1586.711286","   35891.467655"
"SAN MATEO","Total","    4177.361534","    4093.050053","    4152.846389","    4326.121682","    4242.790144","    4343.231505","    4329.690176","    4420.569480","    4439.440394","    4515.053980","    4497.358784","    4562.977734","    4764.328905","    4968.545418","    5073.973492","    4998.282377","    4669.239486","    4542.771125","    4761.665095","    4612.655579","    4214.897521","    4229.899165","    4808.791275","  103745.541293"
"SANTA BARBARA","Non-Residential","    1974.153823","    1931.892635","    1903.356487","    1983.993379","    2063.609082","    2035.731334","    2099.639015","    2346.700950","    2606.379192","    2541.954941","    2422.105665","    2436.026738","    2426.691923","    2425.310408","    2445.870709","    2363.502817","    2412.497698","    2433.323262","    2375.952646","    2221.948050","    2279.203432","    2006.912825","    2092.656755","   51829.413766"
"SANTA BARBARA","Residential","     829.970809","     812.866031","     837.610556","     787.770873","     757.966575","     765.008331","     758.712518","     765.618397","     805.379485","     832.415274","     837.809294","     800.656777","     801.613108","     809.260578","     815.847493","     813.870049","     773.210836","     807.202527","     789.705663","     772.948398","     742.542667","     736.789681","     773.080792","   18227.856712"
"SANTA BARBARA","Total","    2804.124632","    2744.758666","    2740.967042","    2771.764252","    2821.575657","    2800.739664","    2858.351534","    3112.319347","    3411.758677","    3374.370215","    3259.914959","    3236.683516","    3228.305031","    3234.570986","    3261.718202","    3177.372866","    3185.708535","    3240.525789","    3165.658308","    2994.896448","    3021.746099","    2743.702506","    2865.737547","   70057.270478"
"SANTA CLARA","Non-Residential","   12851.823410","   12275.989594","   11985.053073","   12685.661349","   12799.981080","   13046.071035","   13028.134030","   12957.915913","   12820.935566","   12650.044962","   12599.563423","   12612.754877","   12330.737652","   12578.718752","   12764.976753","   12546.958442","   11950.854622","   11670.460144","   11579.963220","   11318.491607","   10891.866553","   11764.344067","   12795.145722","  284506.445846"
"SANTA CLARA","Residential","    4249.975616","    4131.994279","    4382.839037","    3969.729017","    3843.226971","    3951.054809","    3797.024337","    3845.600355","    3841.433115","    3910.944151","    3884.065332","    3921.736170","    3921.376461","    3967.941101","    3953.809830","    3899.404078","    4091.214022","    3884.886840","    3777.351281","    3856.618975","    3631.752794","    3632.570304","    3816.329086","   90162.877961"
"SANTA CLARA","Total","   17101.799026","   16407.983873","   16367.892110","   16655.390366","   16643.208051","   16997.125845","   16825.158366","   16803.516268","   16662.368681","   16560.989113","   16483.628755","   16534.491047","   16252.114114","   16546.659852","   16718.786583","   16446.362520","   16042.068644","   15555.346984","   15357.314501","   15175.110581","   14523.619347","   15396.914371","   16611.474809","  374669.323807"
"SANTA CRUZ","Non-Residential","     626.322133","     582.868529","     605.951888","     651.950584","     664.268460","     664.443913","     665.171143","     680.164345","     678.870133","     679.803005","     664.415145","     655.692062","     662.923639","     680.720505","     772.063157","     823.796070","     867.030630","     836.029257","     897.870530","     819.365152","     870.314311","     922.160131","     939.241672","   16911.436394"
"SANTA CRUZ","Residential","     550.852974","     555.855669","     567.366660","     541.675227","     542.379700","     552.085230","     555.469982","     550.919481","     558.359558","     595.546246","     600.717368","     604.050524","     604.479794","     595.837012","     586.726170","     585.617026","     568.066802","     563.976657","     570.875227","     544.622983","     542.888222","     545.851588","     599.390590","   13083.610690"
"SANTA CRUZ","Total","    1177.175107","    1138.724198","    1173.318547","    1193.625810","    1206.648160","    1216.529143","    1220.641125","    1231.083826","    1237.229691","    1275.349251","    1265.132513","    1259.742586","    1267.403432","    1276.557517","    1358.789327","    1409.413096","    1435.097432","    1400.005914","    1468.745757","    1363.988135","    1413.202532","    1468.011719","    1538.632262","   29995.047080"
"SHASTA","Non-Residential","     828.748214","     834.910055","     804.364569","     800.624165","     823.320555","     814.171376","     818.347168","     839.567195","     817.450264","     797.815834","     785.072892","     774.854182","     778.030480","     810.307846","     851.669871","     875.997122","     866.486025","     865.828659","    1011.866970","     956.729297","     945.223080","     883.951254","     911.185253","   19496.522326"
"SHASTA","Residential","     788.712327","     818.629923","     769.989999","     728.996555","     741.375917","     758.151765","     734.110522","     719.558490","     724.296348","     747.916717","     747.845868","     746.234274","     746.223163","     756.624819","     752.490905","     741.030077","     743.374551","     710.060206","     712.930437","     689.571875","     668.142625","     639.896141","     653.242309","   16839.405813"
"SHASTA","Total","    1617.460541","    1653.539978","    1574.354568","    1529.620720","    1564.696471","    1572.323141","    1552.457689","    1559.125685","    1541.746612","    1545.732552","    1532.918760","    1521.088455","    1524.253643","    1566.932665","    1604.160776","    1617.027198","    1609.860576","    1575.888865","    1724.797407","    1646.301172","    1613.365705","    1523.847395","    1564.427563","   36335.928137"
"SIERRA","Non-Residential","       9.206230","       8.907173","       8.834750","       9.212758","       7.851269","       8.253800","      10.145077","       9.666619","      10.399283","       9.625740","       9.374732","       9.363421","       9.330988","      10.039351","      10.599838","      11.467064","       9.007381","       9.900346","       9.507515","      19.922779","      17.390710","      20.715837","       8.115739","     246.838400"
"SIERRA","Residential","      13.701705","      13.920609","      13.434601","      12.794655","      13.267286","      13.668834","      15.814071","      14.485732","      13.305385","      13.932695","      14.224756","      14.057830","      14.378506","      14.395892","      14.503926","      16.767126","      14.853867","      15.222934","      15.111210","      15.062219","      14.777604","      14.826266","      14.627973","     331.135682"
"SIERRA","Total","      22.907935","      22.827782","      22.269352","      22.007413","      21.118555","      21.922634","      25.959148","      24.152352","      23.704668","      23.558435","      23.599488","      23.421251","      23.709494","      24.435243","      25.103763","      28.234191","      23.861248","      25.123280","      24.618725","      34.984998","      32.168313","      35.542103","      22.743712","     577.974083"
"SISKIYOU","Non-Residential","     286.557990","     290.792952","     283.477407","     267.685765","     273.531041","     273.862647","     272.412934","     273.880630","     270.023195","     267.938657","     257.995305","     264.460649","     264.818556","     277.434253","     295.002907","     319.515191","     277.654417","     274.415537","     288.834101","     278.406037","     283.868949","     270.149297","     234.304880","    6347.023297"
"SISKIYOU","Residential","     247.703827","     245.712731","     235.652552","     227.048984","     222.112667","     234.997130","     220.425106","     220.689816","     215.488624","     232.557344","     228.174863","     235.516805","     236.689932","     240.153648","     246.870275","     243.952201","     236.556444","     235.507327","     229.832591","     231.002341","     218.073801","     212.441406","     222.355802","    5319.516217"
"SISKIYOU","Total","     534.261817","     536.505683","     519.129959","     494.734749","     495.643708","     508.859777","     492.838040","     494.570446","     485.511819","     500.496002","     486.170167","     499.977454","     501.508488","     517.587901","     541.873181","     563.467392","     514.210861","     509.922864","     518.666692","     509.408379","     501.942750","     482.590703","     456.660683","   11666.539515"
"SOLANO","Non-Residential","    2105.817055","    2091.946065","    2105.850400","    2151.891504","    2222.735561","    2122.713322","    2170.841912","    2184.834327","    2191.359932","    2190.884620","    2156.604422","    2094.829952","    2047.889878","    2142.090528","    2136.084738","    2318.345897","    2102.634350","    2110.479797","    2059.297919","    1967.644373","    1948.541421","    1909.086770","    2063.996231","   48596.400974"
"SOLANO","Residential","    1149.581679","    1138.432927","    1182.335882","    1054.876009","    1025.398276","    1066.547827","    1013.314924","    1010.459508","    1006.732198","    1019.922572","    1019.496309","    1012.792322","    1002.965995","    1020.946158","    1029.896529","    1011.891822","    1052.923794","     999.936654","     989.437654","     990.749264","     908.850714","     877.683849","     939.747367","   23524.920233"
"SOLANO","Total","    3255.398734","    3230.378992","    3288.186282","    3206.767513","    3248.133837","    3189.261148","    3184.156836","    3195.293835","    3198.092131","    3210.807192","    3176.100731","    3107.622274","    3050.855874","    3163.036685","    3165.981267","    3330.237719","    3155.558143","    3110.416451","    3048.735573","    2958.393637","    2857.392135","    2786.770619","    3003.743597","   72121.321205"
"SONOMA","Non-Residential","    1569.548056","    1540.620958","    1518.442765","    1611.762003","    1667.870271","    1689.190542","    1654.010220","    1658.502373","    1655.220790","    1617.948451","    1565.408883","    1527.524571","    1528.100286","    1530.045494","    1637.089752","    1643.688856","    1562.792993","    1517.712787","    1635.833917","    1566.145783","    1615.726483","    1517.867783","    1652.220599","   36683.274616"
"SONOMA","Residential","    1310.771288","    1293.561696","    1333.896817","    1262.157773","    1244.441584","    1316.804284","    1293.240837","    1275.567697","    1282.873134","    1344.377089","    1353.236745","    1358.318452","    1345.426925","    1320.485529","    1303.702774","    1272.724780","    1299.511049","    1230.002315","    1225.960748","    1187.293174","    1152.612034","    1117.004452","    1199.610148","   29323.581324"
"SONOMA","Total","    2880.319344","    2834.182654","    2852.339582","    2873.919776","    2912.311855","    3005.994826","    2947.251057","    2934.070071","    2938.093923","    2962.325540","    2918.645627","    2885.843023","    2873.527211","    2850.531023","    2940.792526","    2916.413636","    2862.304041","    2747.715102","    2861.794666","    2753.438957","    2768.338517","    2634.872235","    2851.830747","   66006.855939"
"STANISLAUS","Non-Residential","    3219.388832","    3142.712691","    3038.671692","    2964.288812","    3007.461600","    3033.238488","    3045.655620","    3063.906915","    3045.138698","    3001.597751","    2981.824294","    2827.184710","    2808.736085","    2870.110854","    2990.030989","    3002.676044","    3048.080611","    2990.705458","    2891.071499","    2898.100102","    2860.869087","    2711.444961","    2801.876758","   68244.772551"
"STANISLAUS","Residential","    2025.818860","    2043.530851","    2006.458874","    1790.797984","    1795.856089","    1836.851960","    1717.313016","    1703.181613","    1724.282587","    1703.487419","    1702.323763","    1671.435124","    1639.714239","    1723.665479","    1717.681171","    1685.379996","    1739.534615","    1659.235355","    1625.588988","    1615.490153","    1509.801060","    1433.925266","    1451.731795","   39523.086257"
"STANISLAUS","Total","    5245.207692","    5186.243542","    5045.130567","    4755.086796","    4803.317689","    4870.090447","    4762.968636","    4767.088528","    4769.421285","    4705.085170","    4684.148057","    4498.619833","    4448.450324","    4593.776333","    4707.712160","    4688.056040","    4787.615226","    4649.940813","    4516.660488","    4513.590255","    4370.670147","    4145.370226","    4253.608554","  107767.858808"
"SUTTER","Non-Residential","     353.695295","     375.691821","     359.568859","     353.256746","     358.539388","     354.333515","     356.712145","     372.985007","     371.202276","     371.824423","     355.726449","     341.120630","     334.129291","     348.477576","     351.389810","     347.192774","     351.127124","     309.851389","     310.316240","     296.318855","     310.088827","     302.551386","     307.699577","    7893.799403"
"SUTTER","Residential","     307.963009","     310.853983","     310.261028","     280.273025","     275.004677","     288.427283","     271.785624","     272.439662","     276.294877","     274.871974","     279.037550","     271.238682","     265.392250","     276.723921","     277.220548","     273.719333","     275.712369","     258.963489","     253.920814","     245.301804","     228.447016","     218.281705","     232.958914","    6225.093537"
"SUTTER","Total","     661.658305","     686.545803","     669.829888","     633.529771","     633.544066","     642.760797","     628.497769","     645.424668","     647.497153","     646.696397","     634.763999","     612.359312","     599.521541","     625.201497","     628.610357","     620.912107","     626.839493","     568.814879","     564.237055","     541.620660","     538.535843","     520.833091","     540.658491","   14118.892942"
"TEHAMA","Non-Residential","     274.707338","     272.525836","     261.082592","     270.180574","     275.515378","     270.047463","     268.027819","     267.626491","     261.318932","     269.333137","     266.785923","     258.799490","     252.362148","     263.819722","     274.871349","     278.074746","     249.306503","     238.193037","     246.625792","     242.357690","     205.578677","     302.241154","     287.812742","    6057.194533"
"TEHAMA","Residential","     256.077708","     266.867399","     263.092513","     237.864304","     230.949014","     239.546503","     229.314462","     229.353815","     231.107156","     237.410612","     238.833487","     233.851286","     233.270198","     237.940564","     234.055685","     230.477312","     227.446137","     214.065726","     216.057770","     202.299962","     198.326012","     189.921759","     200.151209","    5278.280593"
"TEHAMA","Total","     530.785045","     539.393235","     524.175105","     508.044878","     506.464392","     509.593967","     497.342281","     496.980306","     492.426088","     506.743749","     505.619410","     492.650776","     485.632347","     501.760286","     508.927034","     508.552058","     476.752639","     452.258764","     462.683561","     444.657652","     403.904689","     492.162913","     487.963951","   11335.475126"
"TRINITY","Non-Residential","     140.399194","     147.964089","     139.044118","     125.405784","     120.411967","     125.816034","     117.730556","     101.051829","     107.412887","     108.320334","     100.586127","     109.583381","      77.454181","      83.031267","       2.423341","       1.991885","      62.783185","      63.824159","       6.957762","      15.714568","      15.087174","       2.208223","       2.480198","    1777.682243"
"TRINITY","Residential","       9.243758","      10.663970","      10.570175","       9.505056","      10.056067","      11.459766","      10.827530","      10.098415","      10.268512","      11.062227","      11.338253","      11.472632","      11.181992","      10.583573","       9.961907","       9.410691","       8.548158","       8.258186","       8.393712","       7.839351","       7.947779","       7.554643","       7.868440","     224.114793"
"TRINITY","Total","     149.642952","     158.628059","     149.614292","     134.910840","     130.468034","     137.275801","     128.558085","     111.150244","     117.681399","     119.382561","     111.924380","     121.056013","      88.636173","      93.614840","      12.385247","      11.402576","      71.331344","      72.082345","      15.351474","      23.553919","      23.034953","       9.762866","      10.348639","    2001.797036"
"TULARE","Non-Residential","    3410.446900","    3410.544461","    3121.811880","    2887.990485","    3143.598509","    2929.918101","    3086.456100","    3197.123355","    3202.555194","    3047.267662","    2914.584268","    2536.218652","    2622.628097","    2735.451915","    2713.467593","    2610.677138","    2456.123237","    2264.404705","    2282.275797","    2240.334521","    2532.658766","    2372.988112","    2383.457810","   64102.983258"
"TULARE","Residential","    1547.249354","    1515.995445","    1483.017898","    1325.206156","    1259.537455","    1280.389753","    1219.549939","    1218.791097","    1223.413147","    1208.033889","    1182.933171","    1162.854160","    1139.757563","    1188.015432","    1161.982684","    1117.651228","    1191.764416","    1085.383239","    1046.741810","    1038.024243","     941.872575","     923.796737","     961.793645","   27423.755036"
"TULARE","Total","    4957.696254","    4926.539906","    4604.829778","    4213.196641","    4403.135964","    4210.307855","    4306.006039","    4415.914452","    4425.968342","    4255.301551","    4097.517440","    3699.072812","    3762.385660","    3923.467347","    3875.450276","    3728.328365","    3647.887653","    3349.787944","    3329.017608","    3278.358764","    3474.531341","    3296.784849","    3345.251455","   91526.738296"
"TUOLUMNE","Non-Residential","     223.432232","     255.674089","     233.374354","     240.801192","     244.681699","     243.388796","     238.125457","     235.019251","     233.877097","     240.628269","     233.339274","     224.874307","    1238.502362","    1192.262272","     496.131773","     632.949307","     880.830802","     261.285982","     222.674649","     205.366731","     218.972553","     217.069701","     247.168320","    8660.430469"
"TUOLUMNE","Residential","     226.391805","     227.530478","     224.499760","     209.949355","     207.799896","     216.624737","     209.039303","     206.429732","     206.181955","     219.941822","     220.522918","     220.683458","     223.044058","     224.534415","     224.816506","     223.205406","     219.319235","     213.715799","     217.992551","     207.069329","     208.126117","     200.323830","     207.414223","    4965.156688"
"TUOLUMNE","Total","     449.824037","     483.204566","     457.874114","     450.750547","     452.481595","     460.013533","     447.164761","     441.448984","     440.059053","     460.570091","     453.862191","     445.557765","    1461.546420","    1416.796687","     720.948279","     856.154713","    1100.150038","     475.001781","     440.667200","     412.436061","     427.098670","     417.393531","     454.582543","   13625.587160"
"VENTURA","Non-Residential","    3521.550941","    3412.225847","    3430.670290","    3595.609101","    3650.758875","    3678.668579","    3676.560015","    3774.932229","    3579.750430","    3494.308763","    3600.342941","    3666.992569","    3659.803691","    3730.516413","    4026.674728","    3855.799519","    3924.523736","    3864.026447","    3834.003220","    3647.503814","    3996.104183","    3631.516225","    4219.830308","   85472.672864"
"VENTURA","Residential","    2037.361938","    1946.532035","    2023.910136","    1858.919972","    1790.987492","    1826.597382","    1777.307990","    1816.564824","    1904.414967","    1900.922223","    1918.984730","    1801.014179","    1789.017628","    1855.272085","    1891.289491","    1840.986256","    1765.074400","    1785.660963","    1743.686983","    1692.319884","    1582.536630","    1533.142622","    1652.825591","   41735.330401"
"VENTURA","Total","    5558.912878","    5358.757881","    5454.580426","    5454.529073","    5441.746367","    5505.265961","    5453.868005","    5591.497053","    5484.165397","    5395.230985","    5519.327671","    5468.006747","    5448.821319","    5585.788499","    5917.964219","    5696.785775","    5689.598136","    5649.687410","    5577.690202","    5339.823698","    5578.640813","    5164.658848","    5872.655899","  127208.003262"
"YOLO","Non-Residential","    1206.202014","    1208.570273","    1177.628621","    1177.624157","    1176.056765","    1177.655538","    1166.856286","    1185.261076","    1226.640061","    1188.271591","    1156.454160","    1145.751133","    1102.207776","    1163.063306","    1110.596147","    1129.637166","    1200.306993","    1204.742584","    1052.049229","     946.492550","    1077.014872","     935.803159","    1013.242930","   26128.128387"
"YOLO","Residential","     590.727914","     571.322335","     585.967146","     528.223992","     513.149019","     536.842837","     507.589788","     505.262945","     507.063399","     510.207219","     513.187648","     500.031237","     494.208617","     514.488136","     507.987377","     498.365685","     511.743671","     492.420607","     473.840875","     473.464032","     437.401476","     416.862449","     444.358607","   11634.717011"
"YOLO","Total","    1796.929928","    1779.892608","    1763.595767","    1705.848150","    1689.205784","    1714.498376","    1674.446074","    1690.524021","    1733.703460","    1698.478810","    1669.641808","    1645.782370","    1596.416393","    1677.551442","    1618.583524","    1628.002851","    1712.050664","    1697.163191","    1525.890104","    1419.956582","    1514.416348","    1352.665608","    1457.601537","   37762.845400"
"YUBA","Non-Residential","     313.996408","     316.678932","     315.350738","     287.187893","     284.894426","     276.748551","     267.475360","     268.799767","     273.736879","     276.769137","     265.942074","     262.477167","     261.488111","     307.009550","     263.236381","     276.506093","     339.464175","     334.822025","     290.965118","     206.742143","     457.177985","     348.966719","     350.347205","    6846.782837"
"YUBA","Residential","     258.307950","     254.411180","     249.299484","     222.755676","     217.854861","     227.464172","     213.668702","     209.050633","     214.288911","     212.216914","     215.462436","     208.587147","     203.594055","     205.170952","     199.996972","     198.634541","     193.642338","     183.267538","     171.574221","     158.193830","     154.457064","     148.307506","     155.190202","    4675.397285"
"YUBA","Total","     572.304358","     571.090112","     564.650222","     509.943569","     502.749287","     504.212722","     481.144062","     477.850400","     488.025790","     488.986051","     481.404509","     471.064314","     465.082166","     512.180503","     463.233354","     475.140635","     533.106513","     518.089562","     462.539338","     364.935972","     611.635048","     497.274225","     505.537407","   11522.180119"
